���web-scraper-order,web-scraper-start-url,productlink,productlink-href,productname,productprice,color
1575138588-1822,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,WOOL LOOK BOMBER JACKET,https://www.zara.com/us/en/wool-look-bomber-jacket-p00706353.html,WOOL LOOK BOMBER JACKET Details,null,Gray
1575138569-1813,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,COACH JACKET,https://www.zara.com/us/en/coach-jacket-p03918315.html,COACH JACKET Details,69.90 USD,Khaki
1575138287-1679,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,STRM/JKT 03,https://www.zara.com/us/en/strm-jkt-03-p03918317.html,STRM/JKT 03 Details,299.00 USD,Oyster White
1575138478-1769,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER BIKER JACKET,https://www.zara.com/us/en/faux-leather-biker-jacket-p03427305.html,FAUX LEATHER BIKER JACKET Details,119.00 USD,Black
1575138310-1690,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED TECHNICAL JACKET,https://www.zara.com/us/en/hooded-technical-jacket-p08369300.html,HOODED TECHNICAL JACKET Details,89.90 USD,Navy Blue
1575138254-1663,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,POUCH POCKET PARKA WITH CONTRASTING TOPSTITCHING,https://www.zara.com/us/en/pouch-pocket-parka-with-contrasting-topstitching-p05320301.html,POUCH POCKET PARKA WITH CONTRASTING TOPSTITCHING Details,69.90 USD,Russet
1575138532-1795,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,WATER REPELLENT PUFFER JACKET,https://www.zara.com/us/en/water-repellent-puffer-jacket-p06985316.html,WATER REPELLENT PUFFER JACKET Details,89.90 USD,Blue
1575138621-1838,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,VELVET BOMBER JACKET,https://www.zara.com/us/en/velvet-bomber-jacket-p06895301.html,VELVET BOMBER JACKET Details,199.00 USD,Black
1575138417-1740,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,COLORBLOCK FLEECE LINED SWEATSHIRT,https://www.zara.com/us/en/colorblock-fleece-lined-sweatshirt-p01792317.html,COLORBLOCK FLEECE LINED SWEATSHIRT Details,69.90 USD,Various
1575138408-1736,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,WORKER JACKET,https://www.zara.com/us/en/worker-jacket-p06985311.html,WORKER JACKET Details,119.00 USD,Brown
1575138250-1661,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,OVERSHIRT WITH POCKETS,https://www.zara.com/us/en/overshirt-with-pockets-p08062310.html,OVERSHIRT WITH POCKETS Details,59.90 USD,Taupe Brown
1575138181-1630,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,JACKET WITH POCKETS,https://www.zara.com/us/en/jacket-with-pockets-p00706361.html,JACKET WITH POCKETS Details,89.90 USD,Taupe Brown
1575138627-1841,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,LEATHER BIKER JACKET,https://www.zara.com/us/en/leather-biker-jacket-p09953301.html,LEATHER BIKER JACKET Details,249.00 USD,Black
1575138312-1691,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PADDED JACKET WITH POCKETS,https://www.zara.com/us/en/padded-jacket-with-pockets-p06719311.html,PADDED JACKET WITH POCKETS Details,119.00 USD,Black
1575138233-1654,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED SHIRT,https://www.zara.com/us/en/hooded-shirt-p07446410.html,HOODED SHIRT Details,59.90 USD,Red / Black
1575138246-1659,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,JACKET WITH POCKETS,https://www.zara.com/us/en/jacket-with-pockets-p07545307.html,JACKET WITH POCKETS Details,69.90 USD,Khaki
1575138450-1756,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,WATER REPELLENT QUILTED THERMORE � VEST,https://www.zara.com/us/en/water-repellent-quilted-thermore-%C2%AE-vest-p08418350.html,WATER REPELLENT QUILTED THERMORE � VEST Details,69.90 USD,Gray
1575138534-1796,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,CONTRASTING WORKER JACKET,https://www.zara.com/us/en/contrasting-worker-jacket-p06186302.html,CONTRASTING WORKER JACKET Details,89.90 USD,Black
1575138299-1685,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,CM/VST 03,https://www.zara.com/us/en/cm-vst-03-p02488301.html,CM/VST 03 Details,89.90 USD,Khaki
1575138406-1735,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PINSTRIPE DENIM OVERSHIRT,https://www.zara.com/us/en/pinstripe-denim-overshirt-p03562334.html,PINSTRIPE DENIM OVERSHIRT Details,69.90 USD,Navy Blue
1575138162-1621,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED JACKET WITH POCKETS,https://www.zara.com/us/en/hooded-jacket-with-pockets-p05320302.html,HOODED JACKET WITH POCKETS Details,69.90 USD,Khaki
1575138173-1626,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX SHEARLING DENIM JACKET,https://www.zara.com/us/en/faux-shearling-denim-jacket-p08246500.html,FAUX SHEARLING DENIM JACKET Details,89.90 USD,Khaki
1575138189-1634,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,CAMOUFLAGE PRINT JACKET,https://www.zara.com/us/en/camouflage-print-jacket-p08062311.html,CAMOUFLAGE PRINT JACKET Details,119.00 USD,Khaki
1575138283-1677,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FLC/JKT03,https://www.zara.com/us/en/flc-jkt03-p08281390.html,FLC/JKT03 Details,299.00 USD,Black
1575138559-1808,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,PLAID OVERSHIRT,https://www.zara.com/us/en/plaid-overshirt-p01821375.html,PLAID OVERSHIRT Details,69.90 USD,Black / White
1575138197-1638,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,LIGHWEIGHT HIGH COLLAR JACKET,https://www.zara.com/us/en/lighweight-high-collar-jacket-p03918303.html,LIGHWEIGHT HIGH COLLAR JACKET Details,69.90 USD,Beige
1575138555-1806,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,EMBROIDERED QUILTED BOMBER JACKET,https://www.zara.com/us/en/embroidered-quilted-bomber-jacket-p03548454.html,EMBROIDERED QUILTED BOMBER JACKET Details,69.90 USD,Red
1575138355-1712,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,FAUX LEATHER PUFFER JACKET,https://www.zara.com/us/en/faux-leather-puffer-jacket-p08281353.html,FAUX LEATHER PUFFER JACKET Details,119.00 USD,Black
1575138592-1824,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,DOUBLE-FACED JACKET,https://www.zara.com/us/en/double-faced-jacket-p03548303.html,DOUBLE-FACED JACKET Details,149.00 USD,Black
1575138438-1750,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,STRIPED BOMBER JACKET,https://www.zara.com/us/en/striped-bomber-jacket-p06861314.html,STRIPED BOMBER JACKET Details,69.90 USD,Blue
1575138590-1823,https://www.zara.com/us/en/man-jackets-l640.html?v1=1282787,HOODED PUFFER JACKET,https://www.zara.com/us/en/hooded-puffer-jacket-p08281360.html,HOODED PUFFER JACKET Details,119.00 USD,Pearl Gray
